,sessionID,labels,positive,neutral,negative,dims,time_shape,path
1366,Ses01M_script03_2_F031,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F031.pt
1367,Ses01M_script03_2_F033,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F033.pt
1368,Ses01M_script03_2_F034,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F034.pt
1369,Ses01M_script03_2_F035,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F035.pt
1370,Ses01M_script03_2_F036,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F036.pt
1371,Ses01M_script03_2_F037,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F037.pt
1372,Ses01M_script03_2_F038,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F038.pt
1373,Ses01M_script03_2_F039,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F039.pt
1374,Ses01M_script03_2_F040,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F040.pt
1375,Ses01M_script03_2_F041,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_F041.pt
1376,Ses01M_script03_2_M012,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M012.pt
1377,Ses01M_script03_2_M013,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M013.pt
1378,Ses01M_script03_2_M016,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M016.pt
1379,Ses01M_script03_2_M017,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M017.pt
1380,Ses01M_script03_2_M018,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M018.pt
1381,Ses01M_script03_2_M022,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M022.pt
1382,Ses01M_script03_2_M023,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M023.pt
1383,Ses01M_script03_2_M024,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M024.pt
1384,Ses01M_script03_2_M025,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M025.pt
1385,Ses01M_script03_2_M026,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M026.pt
1386,Ses01M_script03_2_M027,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M027.pt
1387,Ses01M_script03_2_M028,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M028.pt
1388,Ses01M_script03_2_M029,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M029.pt
1389,Ses01M_script03_2_M030,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M030.pt
1390,Ses01M_script03_2_M031,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M031.pt
1391,Ses01M_script03_2_M032,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M032.pt
1392,Ses01M_script03_2_M033,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M033.pt
1393,Ses01M_script03_2_M034,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M034.pt
1394,Ses01M_script03_2_M035,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M035.pt
1395,Ses01M_script03_2_M036,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M036.pt
1396,Ses01M_script03_2_M037,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M037.pt
1397,Ses01M_script03_2_M038,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M038.pt
1398,Ses01M_script03_2_M039,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M039.pt
1399,Ses01M_script03_2_M040,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M040.pt
1400,Ses01M_script03_2_M041,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M041.pt
1401,Ses01M_script03_2_M042,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M042.pt
1402,Ses01M_script03_2_M043,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_script03_2\Ses01M_script03_2_M043.pt
1403,Ses02F_impro01_F000,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F000.pt
1404,Ses02F_impro01_F001,sur,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F001.pt
1405,Ses02F_impro01_F003,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F003.pt
1406,Ses02F_impro01_F004,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F004.pt
1407,Ses02F_impro01_F005,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F005.pt
1408,Ses02F_impro01_F006,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F006.pt
1409,Ses02F_impro01_F007,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F007.pt
1410,Ses02F_impro01_F008,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F008.pt
1411,Ses02F_impro01_F009,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F009.pt
1412,Ses02F_impro01_F010,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F010.pt
1413,Ses02F_impro01_F011,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F011.pt
1414,Ses02F_impro01_F012,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F012.pt
1415,Ses02F_impro01_F013,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F013.pt
1416,Ses02F_impro01_F014,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F014.pt
1417,Ses02F_impro01_F015,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F015.pt
1418,Ses02F_impro01_F016,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F016.pt
1419,Ses02F_impro01_F017,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F017.pt
1420,Ses02F_impro01_F018,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F018.pt
1421,Ses02F_impro01_F019,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F019.pt
1422,Ses02F_impro01_F020,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F020.pt
1423,Ses02F_impro01_F021,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F021.pt
1424,Ses02F_impro01_F022,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F022.pt
1425,Ses02F_impro01_F023,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_F023.pt
1426,Ses02F_impro01_M000,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M000.pt
1427,Ses02F_impro01_M001,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M001.pt
1428,Ses02F_impro01_M002,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M002.pt
1429,Ses02F_impro01_M004,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M004.pt
1430,Ses02F_impro01_M005,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M005.pt
1431,Ses02F_impro01_M006,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M006.pt
1432,Ses02F_impro01_M007,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M007.pt
1433,Ses02F_impro01_M008,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M008.pt
1434,Ses02F_impro01_M009,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M009.pt
1435,Ses02F_impro01_M010,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M010.pt
1436,Ses02F_impro01_M011,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M011.pt
1437,Ses02F_impro01_M012,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M012.pt
1438,Ses02F_impro01_M013,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M013.pt
1439,Ses02F_impro01_M014,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M014.pt
1440,Ses02F_impro01_M015,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M015.pt
1441,Ses02F_impro01_M017,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M017.pt
1442,Ses02F_impro01_M018,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M018.pt
1443,Ses02F_impro01_M019,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M019.pt
1444,Ses02F_impro01_M020,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M020.pt
1445,Ses02F_impro01_M021,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M021.pt
1446,Ses02F_impro01_M022,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M022.pt
1447,Ses02F_impro01_M023,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M023.pt
1448,Ses02F_impro01_M024,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro01\Ses02F_impro01_M024.pt
1449,Ses02F_impro02_F000,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F000.pt
1450,Ses02F_impro02_F001,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F001.pt
1451,Ses02F_impro02_F002,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F002.pt
1452,Ses02F_impro02_F003,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F003.pt
1453,Ses02F_impro02_F004,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F004.pt
1454,Ses02F_impro02_F005,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F005.pt
1455,Ses02F_impro02_F006,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F006.pt
1456,Ses02F_impro02_F007,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F007.pt
1457,Ses02F_impro02_F008,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F008.pt
1458,Ses02F_impro02_F009,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F009.pt
1459,Ses02F_impro02_F010,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F010.pt
1460,Ses02F_impro02_F011,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F011.pt
1461,Ses02F_impro02_F012,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F012.pt
1462,Ses02F_impro02_F013,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_F013.pt
1463,Ses02F_impro02_M001,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M001.pt
1464,Ses02F_impro02_M002,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M002.pt
1465,Ses02F_impro02_M003,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M003.pt
1466,Ses02F_impro02_M005,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M005.pt
1467,Ses02F_impro02_M006,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M006.pt
1468,Ses02F_impro02_M007,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M007.pt
1469,Ses02F_impro02_M008,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M008.pt
1470,Ses02F_impro02_M009,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M009.pt
1471,Ses02F_impro02_M010,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M010.pt
1472,Ses02F_impro02_M012,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro02\Ses02F_impro02_M012.pt
1473,Ses02F_impro03_F000,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F000.pt
1474,Ses02F_impro03_F001,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F001.pt
1475,Ses02F_impro03_F004,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F004.pt
1476,Ses02F_impro03_F009,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F009.pt
1477,Ses02F_impro03_F011,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F011.pt
1478,Ses02F_impro03_F012,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F012.pt
1479,Ses02F_impro03_F013,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F013.pt
1480,Ses02F_impro03_F014,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F014.pt
1481,Ses02F_impro03_F015,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F015.pt
1482,Ses02F_impro03_F016,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F016.pt
1483,Ses02F_impro03_F017,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F017.pt
1484,Ses02F_impro03_F018,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F018.pt
1485,Ses02F_impro03_F019,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F019.pt
1486,Ses02F_impro03_F021,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F021.pt
1487,Ses02F_impro03_F023,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F023.pt
1488,Ses02F_impro03_F024,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F024.pt
1489,Ses02F_impro03_F026,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F026.pt
1490,Ses02F_impro03_F027,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F027.pt
1491,Ses02F_impro03_F028,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session2\sentences\mfcc\Ses02F_impro03\Ses02F_impro03_F028.pt
