,Unnamed: 0,sessionID,labels,positive,neutral,negative,dims,time_shape,path
554,554,Ses01F_script02_2_M031,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M031.pt
555,555,Ses01F_script02_2_M032,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M032.pt
556,556,Ses01F_script02_2_M033,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M033.pt
557,557,Ses01F_script02_2_M035,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M035.pt
558,558,Ses01F_script02_2_M036,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M036.pt
559,559,Ses01F_script02_2_M037,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M037.pt
560,560,Ses01F_script02_2_M038,sad,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M038.pt
561,561,Ses01F_script02_2_M039,sur,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M039.pt
562,562,Ses01F_script02_2_M040,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M040.pt
563,563,Ses01F_script02_2_M041,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M041.pt
564,564,Ses01F_script02_2_M042,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M042.pt
565,565,Ses01F_script02_2_M043,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M043.pt
566,566,Ses01F_script02_2_M044,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M044.pt
567,567,Ses01F_script02_2_M046,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M046.pt
568,568,Ses01F_script02_2_M047,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M047.pt
569,569,Ses01F_script02_2_M048,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M048.pt
570,570,Ses01F_script02_2_M049,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script02_2\Ses01F_script02_2_M049.pt
571,571,Ses01F_script03_1_F000,fea,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F000.pt
572,572,Ses01F_script03_1_F001,fea,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F001.pt
573,573,Ses01F_script03_1_F002,fea,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F002.pt
574,574,Ses01F_script03_1_F005,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F005.pt
575,575,Ses01F_script03_1_F006,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F006.pt
576,576,Ses01F_script03_1_F007,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F007.pt
577,577,Ses01F_script03_1_F010,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F010.pt
578,578,Ses01F_script03_1_F011,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F011.pt
579,579,Ses01F_script03_1_F012,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F012.pt
580,580,Ses01F_script03_1_F020,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F020.pt
581,581,Ses01F_script03_1_F021,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F021.pt
582,582,Ses01F_script03_1_F022,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F022.pt
583,583,Ses01F_script03_1_F024,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F024.pt
584,584,Ses01F_script03_1_F029,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F029.pt
585,585,Ses01F_script03_1_F030,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_F030.pt
586,586,Ses01F_script03_1_M000,fea,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M000.pt
587,587,Ses01F_script03_1_M001,fea,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M001.pt
588,588,Ses01F_script03_1_M002,fea,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M002.pt
589,589,Ses01F_script03_1_M003,fea,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M003.pt
590,590,Ses01F_script03_1_M005,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M005.pt
591,591,Ses01F_script03_1_M007,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M007.pt
592,592,Ses01F_script03_1_M008,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M008.pt
593,593,Ses01F_script03_1_M009,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M009.pt
594,594,Ses01F_script03_1_M010,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M010.pt
595,595,Ses01F_script03_1_M013,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M013.pt
596,596,Ses01F_script03_1_M018,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M018.pt
597,597,Ses01F_script03_1_M021,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M021.pt
598,598,Ses01F_script03_1_M024,exc,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M024.pt
599,599,Ses01F_script03_1_M025,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M025.pt
600,600,Ses01F_script03_1_M026,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M026.pt
601,601,Ses01F_script03_1_M030,dis,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M030.pt
602,602,Ses01F_script03_1_M034,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M034.pt
603,603,Ses01F_script03_1_M036,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M036.pt
604,604,Ses01F_script03_1_M037,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_1\Ses01F_script03_1_M037.pt
605,605,Ses01F_script03_2_F000,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F000.pt
606,606,Ses01F_script03_2_F001,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F001.pt
607,607,Ses01F_script03_2_F002,hap,1,0,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F002.pt
608,608,Ses01F_script03_2_F004,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F004.pt
609,609,Ses01F_script03_2_F005,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F005.pt
610,610,Ses01F_script03_2_F008,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F008.pt
611,611,Ses01F_script03_2_F013,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F013.pt
612,612,Ses01F_script03_2_F014,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F014.pt
613,613,Ses01F_script03_2_F015,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F015.pt
614,614,Ses01F_script03_2_F016,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F016.pt
615,615,Ses01F_script03_2_F017,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F017.pt
616,616,Ses01F_script03_2_F018,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F018.pt
617,617,Ses01F_script03_2_F021,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F021.pt
618,618,Ses01F_script03_2_F022,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F022.pt
619,619,Ses01F_script03_2_F023,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F023.pt
620,620,Ses01F_script03_2_F024,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F024.pt
621,621,Ses01F_script03_2_F025,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F025.pt
622,622,Ses01F_script03_2_F026,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F026.pt
623,623,Ses01F_script03_2_F027,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F027.pt
624,624,Ses01F_script03_2_F028,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F028.pt
625,625,Ses01F_script03_2_F029,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F029.pt
626,626,Ses01F_script03_2_F030,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F030.pt
627,627,Ses01F_script03_2_F031,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F031.pt
628,628,Ses01F_script03_2_F032,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F032.pt
629,629,Ses01F_script03_2_F034,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F034.pt
630,630,Ses01F_script03_2_F035,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F035.pt
631,631,Ses01F_script03_2_F036,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F036.pt
632,632,Ses01F_script03_2_F037,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F037.pt
633,633,Ses01F_script03_2_F038,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F038.pt
634,634,Ses01F_script03_2_F039,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F039.pt
635,635,Ses01F_script03_2_F040,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_F040.pt
636,636,Ses01F_script03_2_M001,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M001.pt
637,637,Ses01F_script03_2_M002,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M002.pt
638,638,Ses01F_script03_2_M004,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M004.pt
639,639,Ses01F_script03_2_M005,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M005.pt
640,640,Ses01F_script03_2_M007,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M007.pt
641,641,Ses01F_script03_2_M009,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M009.pt
642,642,Ses01F_script03_2_M010,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M010.pt
643,643,Ses01F_script03_2_M011,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M011.pt
644,644,Ses01F_script03_2_M012,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M012.pt
645,645,Ses01F_script03_2_M013,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M013.pt
646,646,Ses01F_script03_2_M014,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M014.pt
647,647,Ses01F_script03_2_M015,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M015.pt
648,648,Ses01F_script03_2_M016,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M016.pt
649,649,Ses01F_script03_2_M018,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M018.pt
650,650,Ses01F_script03_2_M019,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M019.pt
651,651,Ses01F_script03_2_M020,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M020.pt
652,652,Ses01F_script03_2_M021,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M021.pt
653,653,Ses01F_script03_2_M022,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M022.pt
654,654,Ses01F_script03_2_M023,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M023.pt
655,655,Ses01F_script03_2_M024,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M024.pt
656,656,Ses01F_script03_2_M025,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M025.pt
657,657,Ses01F_script03_2_M026,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M026.pt
658,658,Ses01F_script03_2_M027,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M027.pt
659,659,Ses01F_script03_2_M029,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M029.pt
660,660,Ses01F_script03_2_M030,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M030.pt
661,661,Ses01F_script03_2_M031,neu,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M031.pt
662,662,Ses01F_script03_2_M032,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M032.pt
663,663,Ses01F_script03_2_M033,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M033.pt
664,664,Ses01F_script03_2_M034,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M034.pt
665,665,Ses01F_script03_2_M035,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M035.pt
666,666,Ses01F_script03_2_M036,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M036.pt
667,667,Ses01F_script03_2_M037,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M037.pt
668,668,Ses01F_script03_2_M038,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M038.pt
669,669,Ses01F_script03_2_M039,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M039.pt
670,670,Ses01F_script03_2_M040,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01F_script03_2\Ses01F_script03_2_M040.pt
671,671,Ses01M_impro01_F000,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_impro01\Ses01M_impro01_F000.pt
672,672,Ses01M_impro01_F001,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_impro01\Ses01M_impro01_F001.pt
673,673,Ses01M_impro01_F004,fru,0,1,0,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_impro01\Ses01M_impro01_F004.pt
674,674,Ses01M_impro01_F007,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_impro01\Ses01M_impro01_F007.pt
675,675,Ses01M_impro01_F008,ang,0,0,1,"[40, 1500]",1500,c:\Users\hoang\Pojects\audio2emotion\IEMOCAP_full_release\Session1\sentences\mfcc\Ses01M_impro01\Ses01M_impro01_F008.pt
