ID,label,length,path
Ses02F_impro07_F004,exc,1.2,./IEMOCAP_full_release/wav/Ses02F_impro07_F004.wav
Ses02F_impro07_F005,exc,1.1089375,./IEMOCAP_full_release/wav/Ses02F_impro07_F005.wav
Ses02F_impro07_F006,exc,1.9016875,./IEMOCAP_full_release/wav/Ses02F_impro07_F006.wav
Ses02F_impro07_F007,exc,6.157625,./IEMOCAP_full_release/wav/Ses02F_impro07_F007.wav
Ses02F_impro07_F008,exc,7.72,./IEMOCAP_full_release/wav/Ses02F_impro07_F008.wav
Ses02F_impro07_F009,exc,4.2599375,./IEMOCAP_full_release/wav/Ses02F_impro07_F009.wav
Ses02F_impro07_F010,exc,5.17,./IEMOCAP_full_release/wav/Ses02F_impro07_F010.wav
Ses02F_impro07_F011,exc,8.1199375,./IEMOCAP_full_release/wav/Ses02F_impro07_F011.wav
Ses02F_impro07_F012,exc,5.25,./IEMOCAP_full_release/wav/Ses02F_impro07_F012.wav
Ses02F_impro07_F013,exc,3.3,./IEMOCAP_full_release/wav/Ses02F_impro07_F013.wav
Ses02F_impro07_F014,exc,6.2599375,./IEMOCAP_full_release/wav/Ses02F_impro07_F014.wav
Ses02F_impro07_F015,exc,3.9499375,./IEMOCAP_full_release/wav/Ses02F_impro07_F015.wav
Ses02F_impro07_F016,exc,2.4399375,./IEMOCAP_full_release/wav/Ses02F_impro07_F016.wav
Ses02F_impro07_F017,exc,6.9444375,./IEMOCAP_full_release/wav/Ses02F_impro07_F017.wav
Ses02F_impro07_F018,exc,11.33825,./IEMOCAP_full_release/wav/Ses02F_impro07_F018.wav
Ses02F_impro07_F019,exc,9.34,./IEMOCAP_full_release/wav/Ses02F_impro07_F019.wav
Ses02F_impro07_F020,exc,2.590875,./IEMOCAP_full_release/wav/Ses02F_impro07_F020.wav
Ses02F_impro07_F021,exc,7.5141875,./IEMOCAP_full_release/wav/Ses02F_impro07_F021.wav
Ses02F_impro07_F022,exc,11.33175,./IEMOCAP_full_release/wav/Ses02F_impro07_F022.wav
Ses02F_impro07_F023,exc,1.6899375,./IEMOCAP_full_release/wav/Ses02F_impro07_F023.wav
Ses02F_impro07_F024,exc,2.18,./IEMOCAP_full_release/wav/Ses02F_impro07_F024.wav
Ses02F_impro07_F025,exc,7.6401875,./IEMOCAP_full_release/wav/Ses02F_impro07_F025.wav
Ses02F_impro07_F026,exc,6.123125,./IEMOCAP_full_release/wav/Ses02F_impro07_F026.wav
Ses02F_impro07_F027,exc,1.3,./IEMOCAP_full_release/wav/Ses02F_impro07_F027.wav
Ses02F_impro07_F028,exc,4.0099375,./IEMOCAP_full_release/wav/Ses02F_impro07_F028.wav
Ses02F_impro07_F029,exc,1.07,./IEMOCAP_full_release/wav/Ses02F_impro07_F029.wav
Ses02F_impro07_F030,exc,1.85425,./IEMOCAP_full_release/wav/Ses02F_impro07_F030.wav
Ses02F_impro07_F031,exc,2.6899375,./IEMOCAP_full_release/wav/Ses02F_impro07_F031.wav
Ses02F_impro07_F032,exc,1.91225,./IEMOCAP_full_release/wav/Ses02F_impro07_F032.wav
Ses02F_impro07_F033,exc,4.4375,./IEMOCAP_full_release/wav/Ses02F_impro07_F033.wav
Ses02F_impro07_F034,exc,6.256125,./IEMOCAP_full_release/wav/Ses02F_impro07_F034.wav
Ses02F_impro07_F035,exc,3.665625,./IEMOCAP_full_release/wav/Ses02F_impro07_F035.wav
Ses02F_impro07_F036,exc,2.2395,./IEMOCAP_full_release/wav/Ses02F_impro07_F036.wav
Ses02F_impro07_F037,exc,1.6399375,./IEMOCAP_full_release/wav/Ses02F_impro07_F037.wav
Ses02F_impro07_M000,neu,2.735625,./IEMOCAP_full_release/wav/Ses02F_impro07_M000.wav
Ses02F_impro07_M001,exc,2.9139375,./IEMOCAP_full_release/wav/Ses02F_impro07_M001.wav
Ses02F_impro07_M002,exc,1.8299375,./IEMOCAP_full_release/wav/Ses02F_impro07_M002.wav
Ses02F_impro07_M003,exc,1.66,./IEMOCAP_full_release/wav/Ses02F_impro07_M003.wav
Ses02F_impro07_M004,exc,1.4199375,./IEMOCAP_full_release/wav/Ses02F_impro07_M004.wav
Ses02F_impro07_M005,exc,5.46725,./IEMOCAP_full_release/wav/Ses02F_impro07_M005.wav
Ses02F_impro07_M006,exc,2.8899375,./IEMOCAP_full_release/wav/Ses02F_impro07_M006.wav
Ses02F_impro07_M007,exc,1.2199375,./IEMOCAP_full_release/wav/Ses02F_impro07_M007.wav
Ses02F_impro07_M008,exc,1.3199375,./IEMOCAP_full_release/wav/Ses02F_impro07_M008.wav
Ses02F_impro07_M009,exc,1.14,./IEMOCAP_full_release/wav/Ses02F_impro07_M009.wav
Ses02F_impro07_M010,exc,3.1199375,./IEMOCAP_full_release/wav/Ses02F_impro07_M010.wav
Ses02F_impro07_M011,exc,1.85425,./IEMOCAP_full_release/wav/Ses02F_impro07_M011.wav
Ses02F_impro07_M012,xxx,3.15,./IEMOCAP_full_release/wav/Ses02F_impro07_M012.wav
Ses02F_impro07_M013,xxx,3.7300625,./IEMOCAP_full_release/wav/Ses02F_impro07_M013.wav
Ses02F_impro07_M014,xxx,1.33,./IEMOCAP_full_release/wav/Ses02F_impro07_M014.wav
Ses02F_impro07_M015,xxx,1.131375,./IEMOCAP_full_release/wav/Ses02F_impro07_M015.wav
Ses02F_impro07_M016,neu,1.1,./IEMOCAP_full_release/wav/Ses02F_impro07_M016.wav
Ses02F_impro07_M017,exc,5.56,./IEMOCAP_full_release/wav/Ses02F_impro07_M017.wav
Ses02F_impro07_M018,hap,1.5940625,./IEMOCAP_full_release/wav/Ses02F_impro07_M018.wav
Ses02F_impro07_M019,hap,2.21875,./IEMOCAP_full_release/wav/Ses02F_impro07_M019.wav
Ses02F_impro07_M020,xxx,4.1528125,./IEMOCAP_full_release/wav/Ses02F_impro07_M020.wav
Ses02F_impro07_M021,xxx,2.684875,./IEMOCAP_full_release/wav/Ses02F_impro07_M021.wav
Ses02F_impro07_M022,xxx,1.8381875,./IEMOCAP_full_release/wav/Ses02F_impro07_M022.wav
Ses02F_impro07_M023,exc,1.371375,./IEMOCAP_full_release/wav/Ses02F_impro07_M023.wav
Ses02F_impro07_M024,xxx,3.6194375,./IEMOCAP_full_release/wav/Ses02F_impro07_M024.wav
Ses02F_impro07_M025,xxx,0.9074375,./IEMOCAP_full_release/wav/Ses02F_impro07_M025.wav
Ses02F_impro07_M026,xxx,1.31025,./IEMOCAP_full_release/wav/Ses02F_impro07_M026.wav
Ses02F_impro07_M027,exc,1.6899375,./IEMOCAP_full_release/wav/Ses02F_impro07_M027.wav
Ses02F_impro07_M028,exc,8.13475,./IEMOCAP_full_release/wav/Ses02F_impro07_M028.wav
Ses02F_impro07_M029,exc,5.0859375,./IEMOCAP_full_release/wav/Ses02F_impro07_M029.wav
Ses02F_impro07_M030,xxx,3.959,./IEMOCAP_full_release/wav/Ses02F_impro07_M030.wav
Ses02F_impro07_M031,xxx,2.078375,./IEMOCAP_full_release/wav/Ses02F_impro07_M031.wav
Ses02F_impro07_M032,xxx,1.31,./IEMOCAP_full_release/wav/Ses02F_impro07_M032.wav
Ses02F_impro07_M033,xxx,2.4399375,./IEMOCAP_full_release/wav/Ses02F_impro07_M033.wav
Ses02F_impro07_M034,exc,2.8196875,./IEMOCAP_full_release/wav/Ses02F_impro07_M034.wav
Ses02F_impro07_M035,xxx,5.2924375,./IEMOCAP_full_release/wav/Ses02F_impro07_M035.wav
Ses02M_script03_2_F000,exc,3.0210625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F000.wav
Ses02M_script03_2_F001,exc,2.94875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F001.wav
Ses02M_script03_2_F002,neu,4.8844375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F002.wav
Ses02M_script03_2_F003,neu,4.3416875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F003.wav
Ses02M_script03_2_F004,xxx,3.581875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F004.wav
Ses02M_script03_2_F005,neu,1.61,./IEMOCAP_full_release/wav/Ses02M_script03_2_F005.wav
Ses02M_script03_2_F006,neu,2.984875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F006.wav
Ses02M_script03_2_F007,neu,4.95675,./IEMOCAP_full_release/wav/Ses02M_script03_2_F007.wav
Ses02M_script03_2_F008,fru,2.9125625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F008.wav
Ses02M_script03_2_F009,neu,1.8995,./IEMOCAP_full_release/wav/Ses02M_script03_2_F009.wav
Ses02M_script03_2_F010,xxx,4.775875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F010.wav
Ses02M_script03_2_F011,neu,4.3598125,./IEMOCAP_full_release/wav/Ses02M_script03_2_F011.wav
Ses02M_script03_2_F012,neu,2.7859375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F012.wav
Ses02M_script03_2_F013,xxx,2.3155625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F013.wav
Ses02M_script03_2_F014,ang,1.284375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F014.wav
Ses02M_script03_2_F015,neu,4.9205625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F015.wav
Ses02M_script03_2_F016,xxx,3.183875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F016.wav
Ses02M_script03_2_F017,xxx,2.333625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F017.wav
Ses02M_script03_2_F018,fru,1.8633125,./IEMOCAP_full_release/wav/Ses02M_script03_2_F018.wav
Ses02M_script03_2_F019,ang,1.7185625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F019.wav
Ses02M_script03_2_F020,xxx,2.7678125,./IEMOCAP_full_release/wav/Ses02M_script03_2_F020.wav
Ses02M_script03_2_F021,xxx,2.35175,./IEMOCAP_full_release/wav/Ses02M_script03_2_F021.wav
Ses02M_script03_2_F022,xxx,1.3386875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F022.wav
Ses02M_script03_2_F023,ang,6.8381875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F023.wav
Ses02M_script03_2_F024,neu,3.5638125,./IEMOCAP_full_release/wav/Ses02M_script03_2_F024.wav
Ses02M_script03_2_F025,xxx,2.15275,./IEMOCAP_full_release/wav/Ses02M_script03_2_F025.wav
Ses02M_script03_2_F026,xxx,4.2693125,./IEMOCAP_full_release/wav/Ses02M_script03_2_F026.wav
Ses02M_script03_2_F027,xxx,5.879375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F027.wav
Ses02M_script03_2_F028,ang,2.15275,./IEMOCAP_full_release/wav/Ses02M_script03_2_F028.wav
Ses02M_script03_2_F029,xxx,3.65425,./IEMOCAP_full_release/wav/Ses02M_script03_2_F029.wav
Ses02M_script03_2_F030,xxx,1.935625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F030.wav
Ses02M_script03_2_F031,xxx,4.3055,./IEMOCAP_full_release/wav/Ses02M_script03_2_F031.wav
Ses02M_script03_2_F032,xxx,2.5145625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F032.wav
Ses02M_script03_2_F033,xxx,2.8944375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F033.wav
Ses02M_script03_2_F034,fru,5.1919375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F034.wav
Ses02M_script03_2_F035,ang,4.178875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F035.wav
Ses02M_script03_2_F036,ang,2.0845,./IEMOCAP_full_release/wav/Ses02M_script03_2_F036.wav
Ses02M_script03_2_F037,ang,5.879375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F037.wav
Ses02M_script03_2_F038,ang,6.5125625,./IEMOCAP_full_release/wav/Ses02M_script03_2_F038.wav
Ses02M_script03_2_F039,ang,4.233125,./IEMOCAP_full_release/wav/Ses02M_script03_2_F039.wav
Ses02M_script03_2_F040,ang,2.0984375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F040.wav
Ses02M_script03_2_F041,ang,11.4324375,./IEMOCAP_full_release/wav/Ses02M_script03_2_F041.wav
Ses02M_script03_2_F042,ang,3.8875,./IEMOCAP_full_release/wav/Ses02M_script03_2_F042.wav
Ses02M_script03_2_M000,neu,3.8894375,./IEMOCAP_full_release/wav/Ses02M_script03_2_M000.wav
Ses02M_script03_2_M001,ang,3.65425,./IEMOCAP_full_release/wav/Ses02M_script03_2_M001.wav
Ses02M_script03_2_M002,xxx,6.4401875,./IEMOCAP_full_release/wav/Ses02M_script03_2_M002.wav
Ses02M_script03_2_M003,ang,4.124625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M003.wav
Ses02M_script03_2_M004,xxx,3.473375,./IEMOCAP_full_release/wav/Ses02M_script03_2_M004.wav
Ses02M_script03_2_M005,ang,2.65925,./IEMOCAP_full_release/wav/Ses02M_script03_2_M005.wav
Ses02M_script03_2_M006,xxx,1.55575,./IEMOCAP_full_release/wav/Ses02M_script03_2_M006.wav
Ses02M_script03_2_M007,ang,2.080375,./IEMOCAP_full_release/wav/Ses02M_script03_2_M007.wav
Ses02M_script03_2_M008,xxx,2.85825,./IEMOCAP_full_release/wav/Ses02M_script03_2_M008.wav
Ses02M_script03_2_M009,xxx,4.6673125,./IEMOCAP_full_release/wav/Ses02M_script03_2_M009.wav
Ses02M_script03_2_M010,neu,2.3698125,./IEMOCAP_full_release/wav/Ses02M_script03_2_M010.wav
Ses02M_script03_2_M011,neu,4.2150625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M011.wav
Ses02M_script03_2_M012,neu,6.65725,./IEMOCAP_full_release/wav/Ses02M_script03_2_M012.wav
Ses02M_script03_2_M013,xxx,4.631125,./IEMOCAP_full_release/wav/Ses02M_script03_2_M013.wav
Ses02M_script03_2_M014,xxx,1.9899375,./IEMOCAP_full_release/wav/Ses02M_script03_2_M014.wav
Ses02M_script03_2_M015,fru,1.7005,./IEMOCAP_full_release/wav/Ses02M_script03_2_M015.wav
Ses02M_script03_2_M016,neu,2.930625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M016.wav
Ses02M_script03_2_M017,xxx,3.3648125,./IEMOCAP_full_release/wav/Ses02M_script03_2_M017.wav
Ses02M_script03_2_M018,neu,3.2924375,./IEMOCAP_full_release/wav/Ses02M_script03_2_M018.wav
Ses02M_script03_2_M019,xxx,0.69,./IEMOCAP_full_release/wav/Ses02M_script03_2_M019.wav
Ses02M_script03_2_M020,xxx,4.576875,./IEMOCAP_full_release/wav/Ses02M_script03_2_M020.wav
Ses02M_script03_2_M021,fru,3.003,./IEMOCAP_full_release/wav/Ses02M_script03_2_M021.wav
Ses02M_script03_2_M022,fru,4.178875,./IEMOCAP_full_release/wav/Ses02M_script03_2_M022.wav
Ses02M_script03_2_M023,fru,1.7728125,./IEMOCAP_full_release/wav/Ses02M_script03_2_M023.wav
Ses02M_script03_2_M024,neu,4.2150625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M024.wav
Ses02M_script03_2_M025,xxx,3.8713125,./IEMOCAP_full_release/wav/Ses02M_script03_2_M025.wav
Ses02M_script03_2_M026,ang,3.0391875,./IEMOCAP_full_release/wav/Ses02M_script03_2_M026.wav
Ses02M_script03_2_M027,ang,3.8170625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M027.wav
Ses02M_script03_2_M028,xxx,3.3466875,./IEMOCAP_full_release/wav/Ses02M_script03_2_M028.wav
Ses02M_script03_2_M029,xxx,9.768875,./IEMOCAP_full_release/wav/Ses02M_script03_2_M029.wav
Ses02M_script03_2_M030,xxx,5.626125,./IEMOCAP_full_release/wav/Ses02M_script03_2_M030.wav
Ses02M_script03_2_M031,ang,4.7035,./IEMOCAP_full_release/wav/Ses02M_script03_2_M031.wav
Ses02M_script03_2_M032,neu,2.6411875,./IEMOCAP_full_release/wav/Ses02M_script03_2_M032.wav
Ses02M_script03_2_M033,neu,2.134625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M033.wav
Ses02M_script03_2_M034,xxx,3.726625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M034.wav
Ses02M_script03_2_M035,xxx,2.9125625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M035.wav
Ses02M_script03_2_M036,xxx,3.65425,./IEMOCAP_full_release/wav/Ses02M_script03_2_M036.wav
Ses02M_script03_2_M037,fru,2.677375,./IEMOCAP_full_release/wav/Ses02M_script03_2_M037.wav
Ses02M_script03_2_M038,xxx,2.9125625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M038.wav
Ses02M_script03_2_M039,ang,1.75475,./IEMOCAP_full_release/wav/Ses02M_script03_2_M039.wav
Ses02M_script03_2_M040,ang,2.65925,./IEMOCAP_full_release/wav/Ses02M_script03_2_M040.wav
Ses02M_script03_2_M041,ang,2.46025,./IEMOCAP_full_release/wav/Ses02M_script03_2_M041.wav
Ses02M_script03_2_M042,ang,6.476375,./IEMOCAP_full_release/wav/Ses02M_script03_2_M042.wav
Ses02M_script03_2_M043,ang,2.134625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M043.wav
Ses02M_script03_2_M044,ang,1.8451875,./IEMOCAP_full_release/wav/Ses02M_script03_2_M044.wav
Ses02M_script03_2_M045,ang,1.5195625,./IEMOCAP_full_release/wav/Ses02M_script03_2_M045.wav
Ses02M_script03_2_M046,ang,1.15775,./IEMOCAP_full_release/wav/Ses02M_script03_2_M046.wav
Ses02M_script03_2_M047,ang,9.75075,./IEMOCAP_full_release/wav/Ses02M_script03_2_M047.wav
Ses02M_impro01_F000,neu,2.0379375,./IEMOCAP_full_release/wav/Ses02M_impro01_F000.wav
Ses02M_impro01_F001,neu,1.2403125,./IEMOCAP_full_release/wav/Ses02M_impro01_F001.wav
Ses02M_impro01_F002,neu,3.074125,./IEMOCAP_full_release/wav/Ses02M_impro01_F002.wav
Ses02M_impro01_F003,neu,6.918625,./IEMOCAP_full_release/wav/Ses02M_impro01_F003.wav
Ses02M_impro01_F004,neu,1.6419375,./IEMOCAP_full_release/wav/Ses02M_impro01_F004.wav
Ses02M_impro01_F005,neu,6.8486875,./IEMOCAP_full_release/wav/Ses02M_impro01_F005.wav
Ses02M_impro01_F006,neu,5.2155625,./IEMOCAP_full_release/wav/Ses02M_impro01_F006.wav
Ses02M_impro01_F007,fru,1.8199375,./IEMOCAP_full_release/wav/Ses02M_impro01_F007.wav
Ses02M_impro01_F008,fru,3.37,./IEMOCAP_full_release/wav/Ses02M_impro01_F008.wav
Ses02M_impro01_F009,fru,1.4191875,./IEMOCAP_full_release/wav/Ses02M_impro01_F009.wav
Ses02M_impro01_F010,fru,5.274625,./IEMOCAP_full_release/wav/Ses02M_impro01_F010.wav
Ses02M_impro01_F011,fru,3.363125,./IEMOCAP_full_release/wav/Ses02M_impro01_F011.wav
Ses02M_impro01_F012,fru,6.109125,./IEMOCAP_full_release/wav/Ses02M_impro01_F012.wav
Ses02M_impro01_F013,fru,4.1924375,./IEMOCAP_full_release/wav/Ses02M_impro01_F013.wav
Ses02M_impro01_F014,fru,3.9955625,./IEMOCAP_full_release/wav/Ses02M_impro01_F014.wav
Ses02M_impro01_F015,neu,1.4148125,./IEMOCAP_full_release/wav/Ses02M_impro01_F015.wav
Ses02M_impro01_F016,neu,1.3486875,./IEMOCAP_full_release/wav/Ses02M_impro01_F016.wav
Ses02M_impro01_F017,fru,4.209,./IEMOCAP_full_release/wav/Ses02M_impro01_F017.wav
Ses02M_impro01_F018,fru,2.2051875,./IEMOCAP_full_release/wav/Ses02M_impro01_F018.wav
Ses02M_impro01_F019,fru,2.9911875,./IEMOCAP_full_release/wav/Ses02M_impro01_F019.wav
Ses02M_impro01_F020,fru,4.549875,./IEMOCAP_full_release/wav/Ses02M_impro01_F020.wav
Ses02M_impro01_F021,fru,1.5065,./IEMOCAP_full_release/wav/Ses02M_impro01_F021.wav
Ses02M_impro01_F022,fru,4.6505625,./IEMOCAP_full_release/wav/Ses02M_impro01_F022.wav
Ses02M_impro01_F023,fru,5.274625,./IEMOCAP_full_release/wav/Ses02M_impro01_F023.wav
Ses02M_impro01_F024,fru,2.5415625,./IEMOCAP_full_release/wav/Ses02M_impro01_F024.wav
Ses02M_impro01_M000,fru,2.9409375,./IEMOCAP_full_release/wav/Ses02M_impro01_M000.wav
Ses02M_impro01_M001,neu,2.66,./IEMOCAP_full_release/wav/Ses02M_impro01_M001.wav
Ses02M_impro01_M002,neu,2.282375,./IEMOCAP_full_release/wav/Ses02M_impro01_M002.wav
Ses02M_impro01_M003,neu,3.295375,./IEMOCAP_full_release/wav/Ses02M_impro01_M003.wav
Ses02M_impro01_M004,neu,3.6361875,./IEMOCAP_full_release/wav/Ses02M_impro01_M004.wav
Ses02M_impro01_M005,neu,3.06725,./IEMOCAP_full_release/wav/Ses02M_impro01_M005.wav
Ses02M_impro01_M006,fru,2.332,./IEMOCAP_full_release/wav/Ses02M_impro01_M006.wav
Ses02M_impro01_M007,ang,8.1958125,./IEMOCAP_full_release/wav/Ses02M_impro01_M007.wav
Ses02M_impro01_M008,ang,2.09,./IEMOCAP_full_release/wav/Ses02M_impro01_M008.wav
Ses02M_impro01_M009,ang,6.763,./IEMOCAP_full_release/wav/Ses02M_impro01_M009.wav
Ses02M_impro01_M010,ang,6.6429375,./IEMOCAP_full_release/wav/Ses02M_impro01_M010.wav
Ses02M_impro01_M011,ang,2.04475,./IEMOCAP_full_release/wav/Ses02M_impro01_M011.wav
Ses02M_impro01_M012,fru,7.18325,./IEMOCAP_full_release/wav/Ses02M_impro01_M012.wav
Ses02M_impro01_M013,fru,2.7291875,./IEMOCAP_full_release/wav/Ses02M_impro01_M013.wav
Ses02M_impro01_M014,fru,2.379875,./IEMOCAP_full_release/wav/Ses02M_impro01_M014.wav
Ses02M_impro01_M015,fru,4.710625,./IEMOCAP_full_release/wav/Ses02M_impro01_M015.wav
Ses02M_impro01_M016,xxx,6.812125,./IEMOCAP_full_release/wav/Ses02M_impro01_M016.wav
Ses02M_impro01_M017,fru,3.275,./IEMOCAP_full_release/wav/Ses02M_impro01_M017.wav
Ses02M_impro01_M018,ang,6.8994375,./IEMOCAP_full_release/wav/Ses02M_impro01_M018.wav
Ses02M_impro01_M019,ang,8.2959375,./IEMOCAP_full_release/wav/Ses02M_impro01_M019.wav
Ses02M_impro01_M020,fru,3.3841875,./IEMOCAP_full_release/wav/Ses02M_impro01_M020.wav
Ses02M_impro01_M021,fru,2.0305,./IEMOCAP_full_release/wav/Ses02M_impro01_M021.wav
Ses02M_impro01_M022,fru,1.7248125,./IEMOCAP_full_release/wav/Ses02M_impro01_M022.wav
Ses02M_impro03_F000,exc,3.8113125,./IEMOCAP_full_release/wav/Ses02M_impro03_F000.wav
Ses02M_impro03_F001,exc,1.891625,./IEMOCAP_full_release/wav/Ses02M_impro03_F001.wav
Ses02M_impro03_F002,xxx,3.965875,./IEMOCAP_full_release/wav/Ses02M_impro03_F002.wav
Ses02M_impro03_F003,exc,2.3188125,./IEMOCAP_full_release/wav/Ses02M_impro03_F003.wav
Ses02M_impro03_F004,exc,1.3424375,./IEMOCAP_full_release/wav/Ses02M_impro03_F004.wav
Ses02M_impro03_F005,exc,1.74925,./IEMOCAP_full_release/wav/Ses02M_impro03_F005.wav
Ses02M_impro03_F006,xxx,3.8964375,./IEMOCAP_full_release/wav/Ses02M_impro03_F006.wav
Ses02M_impro03_F007,exc,3.8646875,./IEMOCAP_full_release/wav/Ses02M_impro03_F007.wav
Ses02M_impro03_F008,exc,4.2253125,./IEMOCAP_full_release/wav/Ses02M_impro03_F008.wav
Ses02M_impro03_F009,xxx,0.9499375,./IEMOCAP_full_release/wav/Ses02M_impro03_F009.wav
Ses02M_impro03_F010,xxx,1.81025,./IEMOCAP_full_release/wav/Ses02M_impro03_F010.wav
Ses02M_impro03_F011,exc,2.115375,./IEMOCAP_full_release/wav/Ses02M_impro03_F011.wav
Ses02M_impro03_F012,exc,3.47925,./IEMOCAP_full_release/wav/Ses02M_impro03_F012.wav
Ses02M_impro03_F013,exc,9.351375,./IEMOCAP_full_release/wav/Ses02M_impro03_F013.wav
Ses02M_impro03_F014,exc,1.4238125,./IEMOCAP_full_release/wav/Ses02M_impro03_F014.wav
Ses02M_impro03_F015,exc,3.789375,./IEMOCAP_full_release/wav/Ses02M_impro03_F015.wav
Ses02M_impro03_F016,exc,2.13575,./IEMOCAP_full_release/wav/Ses02M_impro03_F016.wav
Ses02M_impro03_F017,exc,2.4408125,./IEMOCAP_full_release/wav/Ses02M_impro03_F017.wav
Ses02M_impro03_F018,exc,1.9933125,./IEMOCAP_full_release/wav/Ses02M_impro03_F018.wav
Ses02M_impro03_F019,xxx,2.426625,./IEMOCAP_full_release/wav/Ses02M_impro03_F019.wav
Ses02M_impro03_F020,exc,2.5799375,./IEMOCAP_full_release/wav/Ses02M_impro03_F020.wav
Ses02M_impro03_F021,xxx,4.3325,./IEMOCAP_full_release/wav/Ses02M_impro03_F021.wav
Ses02M_impro03_F022,xxx,1.0799375,./IEMOCAP_full_release/wav/Ses02M_impro03_F022.wav
Ses02M_impro03_F023,exc,5.231375,./IEMOCAP_full_release/wav/Ses02M_impro03_F023.wav
Ses02M_impro03_F024,exc,5.8931875,./IEMOCAP_full_release/wav/Ses02M_impro03_F024.wav
Ses02M_impro03_F025,xxx,3.15275,./IEMOCAP_full_release/wav/Ses02M_impro03_F025.wav
Ses02M_impro03_F026,xxx,2.847625,./IEMOCAP_full_release/wav/Ses02M_impro03_F026.wav
Ses02M_impro03_F027,xxx,1.7599375,./IEMOCAP_full_release/wav/Ses02M_impro03_F027.wav
Ses02M_impro03_F028,exc,5.308875,./IEMOCAP_full_release/wav/Ses02M_impro03_F028.wav
Ses02M_impro03_M000,exc,2.4098125,./IEMOCAP_full_release/wav/Ses02M_impro03_M000.wav
Ses02M_impro03_M001,exc,3.1908125,./IEMOCAP_full_release/wav/Ses02M_impro03_M001.wav
Ses02M_impro03_M002,xxx,3.4411875,./IEMOCAP_full_release/wav/Ses02M_impro03_M002.wav
Ses02M_impro03_M003,xxx,2.1764375,./IEMOCAP_full_release/wav/Ses02M_impro03_M003.wav
Ses02M_impro03_M004,xxx,2.8835,./IEMOCAP_full_release/wav/Ses02M_impro03_M004.wav
Ses02M_impro03_M005,exc,3.2781875,./IEMOCAP_full_release/wav/Ses02M_impro03_M005.wav
Ses02M_impro03_M006,xxx,4.0438125,./IEMOCAP_full_release/wav/Ses02M_impro03_M006.wav
Ses02M_impro03_M007,xxx,6.1099375,./IEMOCAP_full_release/wav/Ses02M_impro03_M007.wav
Ses02M_impro03_M008,exc,5.2899375,./IEMOCAP_full_release/wav/Ses02M_impro03_M008.wav
Ses02M_impro03_M009,exc,5.7766875,./IEMOCAP_full_release/wav/Ses02M_impro03_M009.wav
Ses02M_impro03_M010,hap,7.557625,./IEMOCAP_full_release/wav/Ses02M_impro03_M010.wav
Ses02M_impro03_M011,hap,3.4,./IEMOCAP_full_release/wav/Ses02M_impro03_M011.wav
Ses02M_impro03_M012,hap,0.8949375,./IEMOCAP_full_release/wav/Ses02M_impro03_M012.wav
Ses02M_impro03_M013,xxx,6.2410625,./IEMOCAP_full_release/wav/Ses02M_impro03_M013.wav
Ses02M_impro03_M014,hap,1.4699375,./IEMOCAP_full_release/wav/Ses02M_impro03_M014.wav
Ses02M_impro03_M015,hap,1.6893125,./IEMOCAP_full_release/wav/Ses02M_impro03_M015.wav
Ses02M_impro03_M016,exc,1.3628125,./IEMOCAP_full_release/wav/Ses02M_impro03_M016.wav
Ses02M_impro03_M017,hap,3.6205625,./IEMOCAP_full_release/wav/Ses02M_impro03_M017.wav
Ses02M_impro03_M018,exc,1.6475625,./IEMOCAP_full_release/wav/Ses02M_impro03_M018.wav
